"Flux/Origine","type","Statut","superviseur","Date posté","Date reçu","Date Traité","pseudo","Uid","Titre","Corps Message","Image","Prio","Id.N","ID du contenu","Action"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","19.03.2026 09:53:33","19.03.2026 10:54:00","19.03.2026 10:54:03","I.A","","","un pré-rapport est toujours confidentiel, mais il y a toujours des taupes.","","26","26954664184","478310","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","19.03.2026 09:52:55","19.03.2026 10:53:18","19.03.2026 10:53:19","doc911","","","Et oui ! Sinon, on parlerait d'immaculée conception. A ne pas confondre avec l'immaculée contraception comme l'entretenait il y a peu ma petite fille à son aumônier.","","26","26954662201","478309","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","19.03.2026 09:49:25","19.03.2026 10:49:52","19.03.2026 10:49:54","I.A","","","certes, pas sur tous les plans (comme tout le monde) mais il est écrit : incapacité à ""traiter efficacement les plaintes et à poursuivre les manquements déontologiques"". c'est déjà pas mal, non? ça en arrange beaucoup.","","26","26954654560","478308","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","19.03.2026 09:27:42","19.03.2026 10:27:51","19.03.2026 10:27:53","doc911","","","C'est pourtant l'occasion de se faire une idée de l'immobilier et de la confraternité. Il y a une bonne quinzaine d'années conciliation pour une faribole verbale - déplacée je dois reconnaitre - dans le foyer Ikéa du CO94. Confrères (dont je dois aussi reconnaitre la présence d'un vieux copain) au top. L'outragé soi-disant intime du collègue ministre de la santé d'alors sans s'y rendre lui-même m'accule rue Borromée au CROM Ile de France (Moins recommandé que les îles. D'ailleurs avis google 1.3 😂) ou quelques pompeux arrogants rehaussés sur une sorte de podium, sans tenir compte de mon point de vue, me violentent sèchement d'un avertissement. Même pas mal.","","26","26954595614","478307","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","19.03.2026 09:09:16","19.03.2026 10:09:42","19.03.2026 10:09:44","François M_94","","","je viens de recevoir la facture juste avant de lire l'article ..oups !!!!!","","26","26954548579","478306","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","19.03.2026 08:35:07","19.03.2026 09:35:11","19.03.2026 09:35:13","ANNE Y","","","La preuve que l'excellent film ""7 morts sur ordonnance"", des années 60 je crois, n'a pas pris une ride... consternant!!","","26","26954449948","478305","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","19.03.2026 08:10:53","19.03.2026 09:11:01","19.03.2026 09:11:02","DENIS S_2","","","Toujours ce discours libertarien et réducteur. Merci de vous consacrer exclusivement aux dentiers","","26","26954382810","478304","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","19.03.2026 07:29:25","19.03.2026 08:29:50","19.03.2026 08:29:52","Asymptômatix","","","Même sans cyberattaques, je perds déjà beaucoup de temps avec le travail informatique avec ou sans bug, avec ou sans panne.","","26","26954269572","478303","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","19.03.2026 07:27:47","19.03.2026 08:28:04","19.03.2026 08:28:05","Asymptômatix","","","Bravo, les infirmières et peut-être vous même connaissent parfaitement l'anatomie de la face en 2-3 jours.......avec l'IA ou sans l'IA ?. Essayez de vous injecter les rides du lion, et vous verrez si vos yeux ne seront pas paralysés !.","","26","26954265508","478302","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","19.03.2026 07:25:14","19.03.2026 08:25:44","19.03.2026 08:25:46","Asymptômatix","","","Bravo, les infirmières connaissent parfaitement l'anatomie de la face en 2-3 jours......avec l'IA ou sans l'IA ? Amusez-vous à injecter vos rides du lion, et vous verrez si vos yeux ne seront pas paralysés.","","26","26954259513","478301","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","19.03.2026 07:23:46","19.03.2026 08:23:57","19.03.2026 08:23:58","BDA_1","","","D'où la demande de judiciarisations grandissantes par l'ère Oustric.","","26","26954255093","478300","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","19.03.2026 07:21:46","19.03.2026 08:22:10","19.03.2026 08:22:11","BDA_1","","","Là encore, à quoi a servi notre pognon obligatoire libéral jusqu'à présent, 25 ans après? A rien. Juste à des querelles syndicales.","","26","26954250422","478299","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","20.03.2026 01:08:51","20.03.2026 02:08:55","20.03.2026 02:08:58","MARIE JO G","","","le rôle du médecin n'est pas de contrôler et vu votre réaction, c'est bien dommage que vous ayez accepté ce rôle. La SS est un organisme au service du patient, si on pense qu'il y a des fraudes, à eux de trouver le moyen de le prouver mais surement pas en employant des médecins et il n'y aurait jamais du avoir de médecins qui s'y plient: on ne fait pas médecine pour juger le travail de l'autre, pour avoir des horaires cool, des avantages","","26","26957023338","478364","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","20.03.2026 00:29:40","20.03.2026 01:29:55","20.03.2026 01:29:56","Eric V_2","","","Sans blague, vous êtes sérieux ?","","26","26956963028","478363","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","20.03.2026 00:25:24","20.03.2026 01:25:56","20.03.2026 01:25:57","Eric V_2","","","Quel rapport avec les CHU ? A part le fait que les hospitaliers sont toujours désavoués par les CDOM lorsqu'il y a litige avec un confrère libéral","","26","26956957837","478362","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","19.03.2026 23:57:32","20.03.2026 00:57:49","20.03.2026 00:57:50","MARIE JO G","","","reprendre à mi temps thérapeutique c'est assez facile mais sur des postes aménagés, c'est plus compliqué car il faut parfois modifier plusieurs postes , ça demande une volonté que n'ont pas vraiment les gens dans les bureaux et une connaissance du terrain .","","26","26956914779","478361","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","19.03.2026 23:40:45","20.03.2026 00:41:17","20.03.2026 00:41:24","MARIE JO G","","","3 interventions de kiné dans l'établissement où je travaille , derrière le dos du médecin: l'une finit par une réintervention chirurgicale et une patiente qui va mourir d'escarres, une deuxième qui au bout de 3 mois ne remarchera pas, le kiné manquant de compétence en psychologie et un troisième qu'on veut transférer car trop lourd !","","26","26956886178","478360","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Refusé","","19.03.2026 23:29:48","20.03.2026 00:30:11","20.03.2026 00:30:12","MARIE JO G","","","donc moralité pour ""niquer"" le conseil de l'ordre ayez une voiture décapotable rouge et des bons copains ! en conclusion : être dans la même veine !","","26","26956866260","478359","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","19.03.2026 23:25:56","20.03.2026 00:26:13","20.03.2026 00:26:19","MARIE JO G","","","installée depuis peu à Nantes, j'ai eu une plainte d'une patiente auprès de l'ordre, dans cette plainte nous étions plusieurs médecins cités et je me suis retrouvée seule au tribunal de l'ordre parce j'avais comme patiente la secrétaire du cabinet du président du conseil de l'ordre que j'avais mis en arrêt de travail. Lors du jugement, la patiente ""psy"" n'est pas venue, le président du conseil m'a encensé alors que je ne le connaissais pas : une pratique d'intimidation digne de la mafia ! Sa secrétaire a été reconnue plus tard la première en MP pour TMS de France , grâce à l'action d'un jeune rhumatologue avec lequel je travaillais et le Président de la fédération des handicapés. Dans ma vie personnelle et professionnelle, je refuse qu'on me dise ce que je dois faire et je me bats pour cela , on est avec la multiplication des obligations, des instances.. dans un système mafieux pour vivre ou travailler","","26","26956858882","478358","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","19.03.2026 22:23:45","19.03.2026 23:23:48","19.03.2026 23:23:49","MARIE JO G","","","c'est quoi cet article ?","","26","26956737923","478357","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","19.03.2026 21:56:00","19.03.2026 22:56:23","19.03.2026 22:56:27","tapas92","","","Un célèbre humoriste disait : ""on s'autorise à penser dans les milieux autorisés ...""","","26","26956669588","478356","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","19.03.2026 19:27:06","19.03.2026 20:27:11","19.03.2026 20:27:13","Dominique S_12","","","C'est le grand retour des officiers de santé. Courageux nos jeunes confrères de travailler dans ce contexte... Mais c'est vrai que les derniers arrivés n'auront jamais connu autre chose.","","26","26956252630","478355","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","19.03.2026 18:49:04","19.03.2026 19:49:21","19.03.2026 19:49:26","pierre56","","","On a eu Hollande et maintenant on veut nous refourguer Mme Cazenave qui pilote la campagne future de Glucksman qui soit dit en passant n'a aucune base politique tant dan les mairies que dans les départements. Donc je crains que tout cela ne soit que de la petite politique politicienne et on ne croit plus à ces discours lénifiant sur un système de santé à bout de souffle. La solution repose sur des choix politiques courageux qui vont élargir l'assiette des recettes sur le capital et les profits boursiers. Avec la CSG le capital ne participe à très peu c'est un impot supplémentaire sur les revenus. Quand à l'équilibre des comptes de l'assurance maladie il erst évident qu'on dépense beaucoup plus qu'il y a 15 ans ... vieillissement de la population, hospitalisation de sujet dépendant en l'absence de solution ambulatoire, certifications hospitalières de plus en plus technocratiques et avec des objectifs peu réalistes, bilans de plus en plus étendus en biologie et en imagerie, cout des traitements explosifs donc bien sur les progrès de ces trente dernières années coutent et couteront beaucoup plus cher donc à la CPMA de responsabiliser les patients abuseurs, de contrôler les professionnels de santé profiteurs du système (mais ils ont minoritaires) et aux politiques de proposer des recettes supplémentaires puisque c'est un choix de société. L'assurance maladie tient ses promesses grâce aux professionnels de santé, aux médecins de ville et hospitaliers qui ne comptent pas leurs efforts pour maintenir une qualité des soins qui ne se dément pas.","","26","26956143478","478354","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","19.03.2026 18:42:29","19.03.2026 19:42:39","19.03.2026 19:42:43","Pascal B","","","Les mouches changent facilement d'âne . Sous-fifre de Fantomas pendant des années , elle connait bien le système , en couple avec Aurélien Rousseau , qui fut ministre de la santé sans pour autant que cela ne gène ni Mme CAZENEUVE ou Mr ROUSSEAU . Oui ils avaient osé ..... Alors ses états d'âme , comme l'a dit avec délicatesse notre premier de cordée , ça m'en touche une sans sans faire bouger l'autre ..........","","26","26956124726","478353","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","19.03.2026 18:38:38","19.03.2026 19:38:41","19.03.2026 19:38:42","Gérard D_7","","","Toujours aussi illuminée... Trump et Poutine à la fois !","","26","26956114464","478352","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","19.03.2026 18:27:11","19.03.2026 19:27:39","19.03.2026 19:27:45","Marjorie","","","A 37 ans, elle est confortablement installée, jamais les mains dans le cambouis , elle s’est accaparé le secteur de Cpam pour faire le comptable et voilà qu’elle nous parle de démocratie ? Qu’en est-il d’une femme du même âge, médecin et qui a fait plus de 10 années d’études? Elle est encore remplaçante, sans sécurité de l’emploi et sans retraite certainement… Ah ces socialistes qui nous ont berné depuis plus d’un demi siècle et qui continuent encore !","","26","26956083334","478351","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","19.03.2026 18:04:25","19.03.2026 19:04:33","19.03.2026 19:04:36","fannie","","","N'oublie pas que ce big boy, (l'ena est une selection sociale, clairement pas intellectuelle,), niait les ES de vaccins covid. Sans honte, fake news totale. Jusqu'a ce que lui meme, bref... Finalement , apres 5 ans de degats, il existe enfin un code ICD d' ES des injections. Ce qui permettra aux pauvres victimes, on l'espere, un remboursement adequat des soins et autres indemnites. Ca ne leur rendra pas la sante (ou la vie), mais c'est un debut.","","26","26956017294","478350","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","19.03.2026 18:02:14","19.03.2026 19:02:46","19.03.2026 19:02:48","I.A","","","En tant que gaucher, j’ai une vision globale avant d’être analytique. Alors Quand je vois la photo présentée, pour moi, instantanément, ça ne trompe pas. La communication en politique est pratiquement toujours de la fake news, mais ici, sauf pour elle. Donc un bon coup de pommade sur les syndicats, comme de l’eau sur les fesses, juste avant de leur décocher très élégamment un bon coup de poing dans la tronche.","","26","26956012577","478349","Editer"
